KDOE_LELANG,NAMA_PAKET,SATKER,KUALIFIKASI,METODE,EVALUASI,JENIS,TAHUN,IS_GAGAL,HPS
3462066,PENGADAAN ALAT PERAGA DAN PRAKTIK SISWA SMKN-9 (2.14.10-ALAT PERAGA DAN PRAKTIK SMKN-9) ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2014,0,511900000
3461066,PENGADAAN MEUBELAIR SEKOLAH (2.14.10-MEUB-DIKMEN),PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2014,0,2600000000
3460066,PENGADAAN LABORATORY INFORMATION SYSTEM (LIS) (2.5.42-LIS) RSUD KOTA TANGERANG ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2014,0,1500000000
3459066,PENGADAAN PERALATAN DAN PERLENGKAPAN KANTOR (2.2.05-PERALATAN DAN PERLENGKAPAN KANTOR) ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2014,0,250000000
3458066,PENGADAAN DAN PEMASANGAN PAGAR PENGAMAN JALAN,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG PEMILIHAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2014,0,790700000
3457066,PENGADAAN BELANJA MAKANAN DAN MINUMAN KEGIATAN/PESERTA (2.6.20-MAKANAN MINUMAN) ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,JASA LAINNYA,2014,0,437900000
3456066,PENGADAAN PENYEDIAAN PERALATAN DAN PERLENGKAPAN KANTOR (2.5.34 - ALAT DAN PLK KANTOR) KECAMATAN PERIUK ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2014,0,217100000
3455066,PENGADAAN SARANA OPERASIONAL PEMADAM KEBAKARAN (2.5.13 - SARANA OPS DAMKAR) ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2014,0,441100000
3454066,PENGADAAN MOBIL WATER TANKER (2.5.13-MOBIL WATER TANKER) ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2014,0,550000000
3453066,PENGADAAN CETAKAN (2.2.42-CETAKAN ABT),PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2014,0,883900000
3452066,PENGADAAN ALAT KESEHATAN PAKAI HABIS (2.15.42-KESEHATAN PAKAI HABIS),PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG UMUM,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2014,0,7700000000
3451066,PENGADAAN PERAHU ALUMINIUM (2.5.13-PERAHU ALUMINIUM) DINAS PEMADAM KEBAKARAN ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2014,0,449500000
3450066,PENGADAAN BAHAN KIMIA (2.15.42-BAHAN KIMIA),PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG UMUM,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2014,0,5900000000
3449066,PENGADAAN OBAT ORAL DAN TOPIKAL (2.15.42-ORAL TOPIKAL),PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2014,0,950300000
3448066,PENGADAAN CAIRAN INFUS DAN INJEKSI (2.15.42-INFUS DAN INJEKSI),PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2014,0,966000000
3447066,PENGADAAN ALAT LABORATORIUM (2.15.42-ALAT LABORATORIUM),PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2014,0,1800000000
3446066,PENGADAAN ALAT KEDOKTERAN UMUM (2.15.42-KEDOKTERAN UMUM) ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2014,1,1900000000
3445066,PENGADAAN ALAT KEDOKTERAN MATA (2.15.42-KEDOKTERAN MATA) ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2014,1,1400000000
3444066,PENGADAAN ALAT KEDOKTERAN BEDAH (2.15.42-KEDOKTERAN BEDAH),PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2014,0,3400000000
3443066,PENGADAAN PERALATAN DAN PERLENGKAPAN KANTOR (2.2.05-PERALATAN DAN PERLENGKAPAN KANTOR) ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2014,0,250000000
3442066,PENGADAAN ALAT KEDOKTERAN THT (2.15.42-KEDOKTERAN THT),PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2014,0,921100000
3441066,PERENCANAAN PENGEMBANGAN RUMAH SAKIT (35.42.RSUD) ,PEMERINTAH DAERAH KOTA TANGERANG,PRAKUALIFIKASI SATU FILE,SELEKSI SEDERHANA,BIAYA TERENDAH,JASA KONSULTANSI BADAN USAHA,2014,0,79300000
3440066,PENGADAAN LABORATORY INFORMATION SYSTEM (LIS) (2.5.42-LIS) RSUD KOTA TANGERANG ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2014,0,1500000000
3439066,PENGADAAN PERALATAN DAN PERLENGKAPAN KANTOR (2.5.37 - PERALATAN DAN PLK KANTOR) KECAMATAN KARAWACI ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2014,0,300100000
3438066,PENGADAAN PENYEDIAAN PERALATAN DAN PERLENGKAPAN KANTOR (2.5.34 - ALAT DAN PLK KANTOR) KECAMATAN PERIUK ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2014,0,217100000
3437066,PENGADAAN ALAT PERAGA DAN PRAKTIK SISWA SMKN 8 (2.14.10-ALAT PERAGA DAN PRAKTIK SMKN 8) ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2014,0,444300000
3436066,PENGADAAN BELANJA MAKANAN DAN MINUMAN KEGIATAN/PESERTA (2.6.20-MAKANAN MINUMAN) ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,JASA LAINNYA,2014,0,437900000
3435066,PENGADAAN ALAT PERAGA DAN PRAKTIK SISWA SMKN 6 (2.14.10-ALAT PERAGA DAN PRAKTIK SMKN 6),PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2014,0,2000000000
3434066,PENGADAAN ALAT PERAGA DAN PRAKTIK SISWA SMKN-9 (2.14.10-ALAT PERAGA DAN PRAKTIK SMKN-9) ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2014,0,511900000
3433066,PENGADAAN BUKU RAPORT SMA DAN SMK NEGERI (2.14.10-BUKU RAPORT SMA DAN SMK NEGERI),PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2014,0,469000000
3432066,PENGADAAN BUKU RAPORT SD DAN SMP NEGERI (2.14.10-BUKU RAPORT SD DAN SMP NEGERI),PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2014,0,2600000000
3431066,PENGADAAN MEUBELAIR SEKOLAH (2.14.10-MEUB-DIKMEN) ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2014,1,2600000000
3430066,PENGADAAN MEUBEULAIR PEMBANGUNAN GEDUNG SMPN 21 (2.14.16-MEUB SMPN 21),PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2014,0,718000000
3429066,PENGADAAN AC 1 PK (2.2.42-AC 1 PK ABT),PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2014,0,432700000
3428066,PENGADAAN OBAT-OBATAN UMUM (2.12.09. OBAT-UMUM) ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2014,0,3100000000
3427066,PERENCANAAN PENGEMBANGAN RUMAH SAKIT (35.42.RSUD) ,PEMERINTAH DAERAH KOTA TANGERANG,PRAKUALIFIKASI SATU FILE,SELEKSI SEDERHANA,BIAYA TERENDAH,JASA KONSULTANSI BADAN USAHA,2014,0,79300000
3426066,PENGADAAN ALAT TULIS KANTOR (ATK-ABT),PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2014,0,296400000
3425066,PENGADAAN ALAT-ALAT KEDOKTERAN UMUM PAKET-02  (2.12.42 KEDOK-UMUM-2),PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2014,0,1700000000
3424066,PENGADAAN ALAT-ALAT KEDOKTERAN UMUM PAKET 1 (2.12.42 KEDOK-UMUM-1),PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG UMUM,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2014,0,4600000000
3423066,PEMELIHARAAN/REHABILITASI GEDUNG RSUD KOTA TANGERANG,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG PEMILIHAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2014,0,321400000
3422066,PEMAGARAN MASJID ARROYAN (KEC. CIBODAS) (PM),PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG PEMILIHAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2014,0,660400000
3421066,JASA KONSULTANSI SOFTWARE PENGEMBANGAN SISTEM SP3KTRA (36.22.DPKD),PEMERINTAH DAERAH KOTA TANGERANG,PRAKUALIFIKASI DUA FILE,SELEKSI UMUM,KUALITAS DAN BIAYA,JASA KONSULTANSI BADAN USAHA,2014,0,250000000
3420066,PENYUSUNAN KEBIJAKAN DALAM PERENCANAAN PEMBANGUNAN TAHUNAN DAERAH ,PEMERINTAH DAERAH KOTA TANGERANG,PRAKUALIFIKASI SATU FILE,SELEKSI SEDERHANA,BIAYA TERENDAH,JASA KONSULTANSI BADAN USAHA,2014,0,154200000
3419066, PEMBANGUNAN/PENGEMBANGAN SISTEM INFORMASI E-ABSENSI (JASA KONSULTAN SOFTWARE) (34.01.BKPP) ,PEMERINTAH DAERAH KOTA TANGERANG,PRAKUALIFIKASI SATU FILE,SELEKSI SEDERHANA,BIAYA TERENDAH,JASA KONSULTANSI BADAN USAHA,2014,0,85000000
3418066,PENGADAAN MEUBELAIR SMPN-22 (2.2.16 MEUBELAIR SMPN-22),PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2014,0,602500000
3417066,PENGADAAN MEUBELAIR SMPN-10 (2.2.16 MEUBELAIR SMPN-10),PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2014,0,780400000
3416066,PENGADAAN MEUBELAIR SMPN-2 (2.2.16 MEUBELAIR SMPN-2),PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2014,0,523100000
3415066,PENGADAAN MEUBELAIR SMPN-24 (2.2.16 MEUBELAIR SMPN-24),PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2014,0,833600000
3414066,PENGADAAN MEUBELAIR SMPN-11 (2.2.16 MEUBELAIR SMPN-11),PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2014,0,371300000
3413066,PENGADAAN MEUBELAIR SMPN-14 (2.2.16 MEUBELAIR SMPN14),PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2014,0,1100000000
3412066,PENGADAAN MEUBELAIR SMPN-3 (2.2.16 MEUBELAIR SMP-3),PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2014,0,486900000
3411066,PENGADAAN BARANG CETAKAN DPKD (BC-01) (2.5.22 - BARANG CETAKAN),PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2014,0,141100000
3410066,PENGADAAN BARANG CETAKAN BPPMPT (2.5.08 - BARANG CETAKAN),PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2014,0,210800000
3409066,"PENGADAAN MEUBELAIR PEMBANGUNAN GEDUNG SMAN 12 (2.5.16-MEUB SMAN 12) DINAS TATA KOTA KOTA TANGERANG
",PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2014,0,235000000
3408066,PENGADAAN MEUBELAIR PEMBANGUNAN GEDUNG SMAN 2 (2.5.16-MEUB SMAN 2) DINAS TATA KOTA KOTA TANGERANG,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2014,0,470000000
3407066,PENGADAAN MEUBELAIR PEMBANGUNAN GEDUNG SMKN 7 (2.5.16-MEUB SMKN 7) DINAS TATA KOTA KOTA TANGERANG,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2014,0,587500000
3406066,"PENGADAAN MEUBELAIR PEMBANGUNAN GEDUNG SDN BELENDUNG TENGAH 1,2 DAN 3, SDN KARANG TENGAH 8, SDN KARANG TENGAH 7, SDN KARANG TENGAH 12, SMPN 5, SMPN 6 DAN SMPN 15 (2.5,16-MEUB MSDSP) DINAS TATA KOTA",PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2014,0,455900000
3405066,PENGADAAN PAKAIAN DINAS DAN ATRIBUTNYA (2.7.02-PAKAIAN DINAS)  ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2014,0,549400000
3404066,PENGADAAN BAHAN PAKAIAN DINAS HARIAN (PDH) BESERTA ATRIBUTNYA (2.13.01-PDH),PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2014,0,1900000000
3403066,PERENCANAAN PEMBANGUNAN GEDUNG SMKN 4 (KEC. TANGERANG) (35.16.DTK2) ,PEMERINTAH DAERAH KOTA TANGERANG,PRAKUALIFIKASI SATU FILE,SELEKSI SEDERHANA,BIAYA TERENDAH,JASA KONSULTANSI BADAN USAHA,2014,0,148000000
3402066,PENGADAAN KOMPUTER (2.5.18-KOMPUTER) DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL (DUKCAPIL) KOTA TANGERANG ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2014,0,291500000
3399066,REHABILITASI SEDANG/BERAT PUSKESMAS JALAN BAJA (1.15.09.KES-06),PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG PEMILIHAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2014,0,393100000
3398066,PENGADAAN OBAT-OBATAN UMUM (2.12.09. OBAT-UMUM) ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2014,0,3100000000
3396066,PENGADAAN ALAT - ALAT KESEHATAN TANGGAP DARURAT (RSU-30) (2.5.42-ALAT KESEHATAN TANGGAP DARURAT) RSUD KOTA TANGERANG,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2014,0,287500000
3395066,PENGADAAN PAKAIAN DINAS BESERTA PERLENGKAPANNYA SATPOL PP (2.10.30-PDH) ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2014,1,341200000
3394066, PEMBANGUNAN/PENGEMBANGAN SISTEM INFORMASI E-ABSENSI (JASA KONSULTAN SOFTWARE) (34.01.BKPP) ,PEMERINTAH DAERAH KOTA TANGERANG,PRAKUALIFIKASI SATU FILE,SELEKSI SEDERHANA,BIAYA TERENDAH,JASA KONSULTANSI BADAN USAHA,2014,0,85000000
3393066,PENGADAAN MESIN CUCI / RSU-21 (2.2.42-MESIN CUCI) ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2014,0,454500000
3392066,PENYUSUNAN KEBIJAKAN DALAM PERENCANAAN PEMBANGUNAN TAHUNAN DAERAH ,PEMERINTAH DAERAH KOTA TANGERANG,PRAKUALIFIKASI SATU FILE,SELEKSI SEDERHANA,BIAYA TERENDAH,JASA KONSULTANSI BADAN USAHA,2014,0,154200000
3391066,"PEMBANGUNAN GEDUNG OLAHRAGA MINI KELURAHAN GEMBOR (1.9.20.GOR-4)
 ",PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG PEMILIHAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2014,0,848100000
3390066,"PEMBANGUNAN GEDUNG OLAHRAGA MINI PERUM TOTAL PERSADA KEC. PERIUK (1.9.20.GOR-5)
 ",PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG PEMILIHAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2014,0,984400000
3388066,"LANJUTAN PEMBANGUNAN JARING PENGAMAN BOLA LAPANGAN BASKET/FUTSAL GOR TANGERANG (1.9.20.GOR-6)
 ",PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG PEMILIHAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2014,0,267900000
3387066,REHAB ATAP RUSUNAWA MANIS JAYA A DAN B,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG PEMILIHAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2014,0,499400000
3378066,"PENINGKATAN JL. LINGK. RW.05, 06, 07 DSK KEL. BUARAN INDAH (1.1.15.BM-68) ",PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG PEMILIHAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2014,0,300000000
3377066,PENYEDIAAN ATK PENDUKUNG KTP ELEKTRONIK (2.2.18-ATK KTP),PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2014,0,255300000
3376066,PENGADAAN ALAT-ALAT LABORATORIUM KIMIA (RSU-06) (2.5.42-ALAT LAB) RSUD KOTA TANGERANG,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2014,0,674500000
3375066,PENGADAAN KOMPUTER (2.5.18-KOMPUTER) DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL (DUKCAPIL) KOTA TANGERANG ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2014,0,291500000
3374066,PENGADAAN PAKAIAN DINAS DAN ATRIBUTNYA (2.7.02-PAKAIAN DINAS)  ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2014,0,549400000
3373066,PENINGKATAN JEMBATAN RADEN SALEH (1.1.15.BM-59) ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG PEMILIHAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2014,0,1800000000
3372066,"LANJUTAN PEMBANGUNAN JARING PENGAMAN BOLA LAPANGAN BASKET/FUTSAL GOR TANGERANG (1.9.20.GOR-6)
 ",PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG PEMILIHAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2014,0,267900000
3371066,"PEMBANGUNAN GEDUNG OLAHRAGA MINI PERUM TOTAL PERSADA KEC. PERIUK (1.9.20.GOR-5)
 ",PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG PEMILIHAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2014,0,984400000
3370066,"PEMBANGUNAN GEDUNG OLAHRAGA MINI KELURAHAN GEMBOR (1.9.20.GOR-4)
 ",PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG PEMILIHAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2014,0,848100000
3369066,"PENGADAAN DAN PEMASANGAN MARKA JALAN DAN ZEBRA CROSS, ZOSS (1.10.11.DISHUB-02)",PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG PEMILIHAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2014,0,896400000
3368066,PEMBANGUNAN GEDUNG UPTD WILAYAH BARAT (LANJUTAN DAN LUNCURAN) (1.14.21.DKP-25),PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG PEMILIHAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2014,0,735100000
3367066,"PEMBANGUNAN SALURAN DRAINASE/ GORONG-GORONG RT.01.02 DAN 03 RW.03 KEL. PORIS PLAWAD (DAL-30)
 ",PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG PEMILIHAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2014,0,247900000
3366066,PEMBANGUNAN SALURAN DRAINASE/ GORONG-GORONG JL. ADAM MALIK DSK KEL. CIPADU ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG PEMILIHAN LANGSUNG,HARGA TERENDAH SISTEM GUGUR,PEKERJAAN KONSTRUKSI,2014,0,499900000
3365066,PENGADAAN MESIN CUCI / RSU-21 (2.2.42-MESIN CUCI) ,PEMERINTAH DAERAH KOTA TANGERANG,PASCAKUALIFIKASI SATU FILE,LELANG SEDERHANA,HARGA TERENDAH SISTEM GUGUR,PENGADAAN BARANG,2014,0,454500000
